Ticket id,Interaction id,Interaction date,Mailbox,Ticket Summary,Interaction content,Innso TYPOLOGY_TICKET ,y1,y2,y3,y4,Unnamed: 11,Unnamed: 12,y,intent,tone,resolution
23020,64423,44805.64653,support.eu@Company.com,money being taken,want this cancelled thankyou get outlook for android,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion,Suggestion,Payment,Subscription cancellation
23019,64422,44805.64444,support.eu@Company.com,thought i was doing a quiz then realised it was going to take monthly money which i've just cancelled thankyou mrs susan pugh 16 hillrise avenue ryde isle of wight po333tt,don know what this payment is for so can you cancel it for me thanks sue hillrise avenue ryde isle of wight po tt get outlook for android,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion,Suggestion,Payment,Subscription cancellation
23019,64427,44805.65,support.eu@Company.com,cancel,we hope you re doing well this email is regarding your concern about cancelling your subscription payment ll be more than happy to assist you with your inquiry if you are being charged monthly amount from your bank account it means that you have an active subscription now or you have accessed the free trial of some application in the past after which once the trial period has passed you have started to be charged monthly fee we do not have the necessary permission to cancel subscriptions on behalf of our users but will gladly walk you through the process on how to cancel it go to https id cloud company com cas portal login html log in account center payment and purchases subscriptions password free payments and click remove if you will access our online portal through your phone browser please enable first the desktop site so you will be able to see the payment and purchases window if for any reason you need further assistance with your inquiry please send us the following information you company id phone number include country code email address proof of transactions if the payment was made with your bank card copy of your bank statement showing the charges from se and the last digits of your bank card if the payment was made with your paypal screenshot of payment with transaction invoice number available id starting with c if the payment was made with your phone the phone number get charged screenshot of phone bill showing the charges from se we hope this information is useful and it solves your issue for further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts also we would greatly appreciate your feedback regarding our email exchange as we need your input to keep improving our service therefore we invite you to fill in the survey that will soon arrive on the email address you used to contact us sincerely cristiana se is the provider of company mobile services to company and honor device owners in thought was doing quiz then realised it was going to take monthly money which ve just cancelled thankyou mrs pugh hillrise avenue ryde isle of wight po tt don know what this payment is for so can you cancel it for me thanks sue pugh hillrise avenue ryde isle of wight po tt get outlook for android,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion,Suggestion,Payment,Subscription cancellation
23019,64436,44805.66319,support.eu@Company.com,cancel,thanks for email in dont know what this money m paying for is anyway ve know idea what password is have alzheimer and my family tell me to leave my phone alone so hopefully it cancelled through paypal ll soon know when get email to say payment has not gone out ll deal with it then thanks pugh hillrise avenue ryde isle of wight po tt get outlook for android cancel we hope you re doing well this email is regarding your concern about cancelling your subscription payment ll be more than happy to assist you with your inquiry if you are being charged monthly amount from your bank account it means that you have an active subscription now or you have accessed the free trial of some application in the past after which once the trial period has passed you have started to be charged monthly fee we do not have the necessary permission to cancel subscriptions on behalf of our users but will gladly walk you through the process on how to cancel it go to https id cloud company com cas portal login html log in account center payment and purchases subscriptions password free payments and click remove if you will access our online portal through your phone browser please enable first the desktop site so you will be able to see the payment and purchases window if for any reason you need further assistance with your inquiry please send us the following information you company id phone number include country code email address proof of transactions if the payment was made with your bank card copy of your bank statement showing the charges from se and the last digits of your bank card if the payment was made with your paypal screenshot of payment with transaction invoice number available id starting with c if the payment was made with your phone the phone number get charged screenshot of phone bill showing the charges from se we hope this information is useful and it solves your issue for further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts also we would greatly appreciate your feedback regarding our email exchange as we need your input to keep improving our service therefore we invite you to fill in the survey that will soon arrive on the email address you used to contact us sincerely cristiana se is the provider of company mobile services to company and honor device owners in,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion,Suggestion,Payment,Subscription cancellation
23019,64437,44805.66875,support.eu@Company.com,cancel,thank for reaching us back and clarifying the situation understand this situation might be difficult for you and how it has caused inconvenience for your situation but rest assured we will do our best to find fitted solution for your problem to proceed further would you please forward us the following details if the payment was made with your paypal screenshot of payment with transaction invoice number available id starting with after that we will contact our internal team and get back to you as soon as possible for further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely cristiana se is the provider of company mobile services to company and honor device owners in cancel thanks for email in dont know what this money m paying for is anyway ve know idea what password is have alzheimer and my family tell me to leave my phone alone so hopefully it cancelled through paypal ll soon know when get email to say payment has not gone out ll deal with it then thanks pugh hillrise avenue ryde isle of wight po tt get outlook for android,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion,Suggestion,Payment,Subscription cancellation
23016,64413,44805.63194,support.de@Company.com,calculate,"Dear Sir or Madam, I will therefore not follow my request from the previous month a payment without accounting without accounting is of course ligely inacceptable. The stopping period here applies here in the EU significantly more retention periods.Cloud whose representation you represent here you like to remain anonymous if you prefer the case in English I have no problems I have to exist on an invoice and if it is written in Excel, many GR Best Regards InfoTech GmbH Informatik Service provider www infotot iSp net pommernstra Holzminden fax HRB District Court Hildesheim Ust Id de Eori de Gesf HrungDisclaimer This email and any attachment is determined exclusively and contain no confidential and or legally or legally dealt with information if you are not the right addressee and or have received this mail, please inform the sender immediately and destroy this email in this case, not allowed to read this mail in part or to copy to unauthorized persons or otherwise do not refer to it.From the fact that you agree that we correspond to you via the internet by email, without prejudice, the only thing we need to do is that such a written written version will point out that such messages will be lost with and without the intervention of third parties or that the confidentiality may not be maintained. We are therefore not maintained.Do not replace infotech is the right to follow email communication through your networks, despite the virus protection we use programs by sending mail, we will not get a virus in your systems. We may not be able to be created from this.Accenter Payments and Ein Caupa History Tap on the corresponding order and then request that you request all the necessary fields from best information and click on the upper right corner to send your request. Only hours after payment request an invoice.Not to speak to us in the future if we will help you with friendly Gru customer service. Company SE is a society under Irish law based in Company SE is the provider of Company Mobile Services R Company and Honor Ger Teb owner in and others Company Support Issue Submit Product Cloud View Change Or CancelSubscription Contact Full Name Phone Numbe Contact Email Address Company ID Account Sum of the Issue Need For This Subscription German Business Requirements There is no app NATURECOMPANY Cloud Payment Method Company Subscribe Subscribe to Ed Home News Products Support Copyright",In-App Purchase / Invoice request,In-App Purchase ,Suggestion,Invoice,Invoice related request,,,Suggestion,Suggestion,Invoice,Invoice related request
23016,64419,44805.63958,support.de@Company.com,calculate,"Dear Mr. Thank you the provision of the requested information I would like to thank you your patience in this long process and I apologize to you that you are still waiting for a bit more.Company Mobile Services R Company and Honor ger Teb owner in and other noble account need dear ladies and gentlemen, so after an invoice from the previous month, a payment without accounting without accounting is naturally unacceptable The same applies here in the EU.The fact that the steps are company SE is the performance -factual area of ​​the product Company Mobile Cloud whose representation you represent here you would like to remain anonymous if you prefer the case in English, I have no problems with it and if it is written in Excel, many GR Best Regards InfoTech GmbH Informatik Service provider wet pommernstra fonFax HRB District Court Hildesheim Ust Id de Eori de Gesf Hrung Disclaimer This email and any attachment is determined exclusively and contained the addressed person and contain confidential and or legally or legally given information if you are not the right addressee and or have received this mail, please inform you immediately and destroy this email in this case not to read this email partly or entirelyCopying to unauthorized persons or otherwise using it contradicts yourself do not go to the fact that you agree that we correspond to you via the Internet by email. Without damage, the only thing that is signed by us is the written written version. We would like to point out that such messages will be lost with and without the intervention of third parties, and confidentiality may not be attorney.The integrity of emails after you have left our area of ​​rule and do not arise from the this.View Change Or Cancel Subscription Contact Full Name Numbe Contact EMAIL Address Company ID Account Sum of the Issue Need For This Subscription German Business Requirements There is no app NameCompany Cloud Payment Method Company Subscribed Subscribe number Ed Home News Products Partners SupportCopyright Company SE",In-App Purchase / Invoice request,In-App Purchase ,Suggestion,Invoice,Invoice related request,,,Suggestion,Suggestion,Invoice,Invoice related request
23016,64435,44805.66389,support.de@Company.com,calculate,"Dear Lord I thank you your patience in this long process and I apologize to you the waiting time our internal team told me that you will see and download your bill if you follow the path but whatever the possibility of the invoice should be on settings account payments and in one.On in the upper right corner to send your request, do not speak to us if we will help you with friendly Gru customer service The Company SE is a company under Irish law based in Company SE is the provider of Company Mobile Services R Company and Honor Ger Teb owner in and others",In-App Purchase / Invoice request,In-App Purchase ,Suggestion,Invoice,Invoice related request,,,Suggestion,Suggestion,Invoice,Invoice related request
23011,64369,44805.60833,support.eu@Company.com,,I want to end the subscription with billing id y us,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion,Suggestion,Payment,Subscription cancellation
23011,64394,44805.62083,support.eu@Company.com,,would be more than happy to assist you with your inquiry based on our understanding your issue related to canceling subscription unfortunately we do not have the necessary permission to cancel subscriptions on behalf of our users due to privacy concerns will provide you with the cancellation steps but if you run into any issues while following them you will also find below what information we require from you to be able to investigate from your computer access the official website login to https id cloud company com cas portal login html and go to payment and purchases subscriptions password free payments and touch remove please note that if you access the website from your phone you must enable desktop version for the payment and purchases tab to show up if the subscription disappears from your account it indicates that it has been canceled successfully once canceled no deduction will be made from your account from the following month onward if you need further assistance please provide us the following information to investigate your account and provide more information around the subscription your company id phone number include country code email address proof of transactions if the payment was made with your bank card copy of your bank statement showing the charges from se and the last digits of your bank card if the payment was made with your paypal screenshot of payment with transaction invoice number available if the payment was made with your phone the phone number get charged screenshot of phone bill showing the charges from se if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts for your understanding sincerely alexandra se is the provider of company mobile services to company and honor device owners in,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion,Suggestion,Payment,Subscription cancellation
23008,64362,44805.60694,support.eu@Company.com,termination,den tis skrev please note that we were able to identify company id associated to this email address you are writing us from therefore please try to log in the online webportal to cancel your subscription using as your company id if you access the online portal with your phone you should first activate the desktop version of the browser to be able to see the payments purchases tab on the account and security page if after logging in there is no subscriptions shown on the payments page please provide us the following information to investigate your account and provide more information around the subscription proof of transactions if the payment was made with your bank card copy of your bank statement showing the charges from se and the last digits of your bank card if the payment was made with your paypal screenshot of payment with transaction invoice number available id starting with c if the payment was made with your phone the phone number get charged screenshot of phone bill showing the charges from se if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely cristiana se is the provider of company mobile services to company and honor device owners in so if dont have my account cant cancel it den tis skrev we do not have the necessary permission to cancel subscriptions on behalf of our users but will gladly walk you through the process on how to cancel it from any type of device or browser login to https id cloud company com cas portal login html and go to payment and purchases subscriptions password free payments and touch remove please be aware that if you access the online portal with your phone you should first activate the desktop version of the browser if the subscription disappears from your account it indicates that it has been canceled successfully once canceled no deduction will be made from your account from the following month onward we would greatly appreciate your feedback regarding our email exchange as we need your input to keep improving our service therefore we invite you to fill in the survey that will soon arrive on the email address you used to contact us if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely cristiana se is the provider of company mobile services to company and honor device owners in ok want to cancel this one because have samsung now instead den tis skrev would be more than happy to assist you with your inquiry but please take in consideration that we can offer you support in the following languages english portuguese spanish italian french german if you would like to cancel your subscription please follow the guideline below from any type of device or browser login to https id cloud company com cas portal login html and go to payment and purchases subscriptions password free payments and touch remove please be aware that if you access the online portal with your phone you should first activate the desktop version of the browser if the subscription disappears from your account it indicates that it has been canceled successfully once canceled no deduction will be made from your account from the following month onward if for any reason you need further assistance please provide us the following information to investigate your account and provide more information around the subscription your company id phone number include country code email address proof of transactions if the payment was made with your bank card copy of your bank statement showing the charges from se and the last digits of your bank card if the payment was made with your paypal screenshot of payment with transaction invoice number available id starting with c if the payment was made with your phone the phone number get charged screenshot of phone bill showing the charges from se if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts we would greatly appreciate your feedback regarding our email exchange as we need your input to keep improving our service therefore we invite you to fill in the survey that will soon arrive on the email address you used to contact us sincerely cristiana se is the provider of company mobile services to company and honor device owners in hej jag har inte kvar min telefon och vill rmed ga upp mitt abonnemang hos er mvh katarina,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion,Suggestion,Payment,Subscription cancellation
23008,64381,44805.61458,support.eu@Company.com,termination,will forward the details to our internal team to see if they can find out under which account this subscription is active so that you cancel it however for our team to be able to identify the account connected to the transaction we need the invoice number id starting with if the payment was made by paypal if your payment was made by bank card we need the last digits of your bank card associated to that specific subscription transaction sincerely cristiana se is the provider of company mobile services to company and honor device owners in den tis skrev please note that we were able to identify company id associated to this email address you are writing us from therefore please try to log in the online webportal to cancel your subscription using as your company id if you access the online portal with your phone you should first activate the desktop version of the browser to be able to see the payments purchases tab on the account and security page if after logging in there is no subscriptions shown on the payments page please provide us the following information to investigate your account and provide more information around the subscription proof of transactions if the payment was made with your bank card copy of your bank statement showing the charges from se and the last digits of your bank card if the payment was made with your paypal screenshot of payment with transaction invoice number available id starting with c if the payment was made with your phone the phone number get charged screenshot of phone bill showing the charges from se if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely cristiana se is the provider of company mobile services to company and honor device owners in,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion,Suggestion,Payment,Subscription cancellation
23008,64397,44805.61944,support.eu@Company.com,termination,den tors kl skrev will forward the details to our internal team to see if they can find out under which account this subscription is active so that you cancel it however for our team to be able to identify the account connected to the transaction we need the invoice number id starting with if the payment was made by paypal if your payment was made by bank card we need the last digits of your bank card associated to that specific subscription transaction sincerely cristiana se is the provider of company mobile services to company and honor device owners in,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion,Suggestion,Payment,Subscription cancellation
23008,64432,44805.66042,support.eu@Company.com,termination,for your kind patience as we carefully gathered more information for your inquiry hope this email finds you well our team has confirmed that they issued the refund for transaction made on for sek on the company id associated the account has gb gb and subscribed on please allow up to working days for the amount to reach back to your account after we refunded the transaction the cloud subscription will automatically cancel so you will not be further charged in accordance with the eu law and the cloud user agreement which is accepted by users before buying the subscription customers are not entitled to refund if their refund request is made after more than days for your understanding and kind cooperation for further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts also we would greatly appreciate your feedback regarding our email exchange as we need your input to keep improving our service therefore we invite you to fill in the survey that will soon arrive on the email address you used to contact us sincerely cristiana se is the provider of company mobile services to company and honor device owners in den tors kl skrev will forward the details to our internal team to see if they can find out under which account this subscription is active so that you cancel it however for our team to be able to identify the account connected to the transaction we need the invoice number id starting with if the payment was made by paypal if your payment was made by bank card we need the last digits of your bank card associated to that specific subscription transaction sincerely cristiana se is the provider of company mobile services to company and honor device owners in,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion,Suggestion,Payment,Subscription cancellation
23001,64347,44805.57222,support.eu@Company.com,,I would like to terminate this contract immediately,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion,Suggestion,Payment,Subscription cancellation
23001,64351,44805.58333,support.de@Company.com,terminate subscription,"Dear customer thank you very much for deciding that you have decided we hope that you are fine This email refers to your concern that the subscription, no worry I understand your concerns very well and I will do my best to offer you the best solution. Due to the data protection regulations, it is not permitted to us.Execute your Company Handy Settings Accenter Payment and Section Subscriptions and Tap on the Subscription of which Subscribe You can go from your computer to the official website. Register to HTTPS ID Cloud Company Com CAS Portal Login HTML and then you can pay Password Password Password and type.Nothing more of your account debits further information about the deactivation of Subscriptions can be found under the following link https consumer company com En support content en us if you access your online portal on our phone, please activate the desktop page first so that you can see the window payment and in.Your Company ID Telephone number with the land registration Mail Address Your concerns B Company Cloud Subscription Ndigen Company Music Subscription Subscription Subscription Subscription The Transactions If the payment is made with your bank card. Copy of your account statement with the bookings from Company SE and the finishing digits of your bank card is paid with PaySpecification of the billing number of the transaction if the payment is made with your phone The telephone number The telephone number was a screenshot of the telephone invoice that the born from Company SE shows you not to address us if we help you to continue with friendly Gru customer service. According to Irish law, the provider of Company Mobile Services R Company isand Honor ger Teb owner in and others",In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion,Suggestion,Payment,Subscription cancellation
23000,64339,44805.56111,support.eu@Company.com,cancel next payments,m not longer in need to pay more because have an other mobile and don need more space hope that there is no problem to cancel future payment mta outlook for android,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion,Suggestion,Payment,Subscription cancellation
23000,64345,44805.56944,support.eu@Company.com,cancel next payments,we hope you re doing well this email is regarding your concern about cancelling your subscription without access to your company device ll be more than happy to assist you further in order to proceed further would you please send us the following details you company id phone number include country code email address proof of last associated transactions if the payment was made with your bank card copy of your bank statement showing the charges from se and the last digits of your bank card if the payment was made with your paypal a screenshot of payment with transaction invoice number available id starting with c if the payment was made with your phone the phone number get charged screenshot of phone bill showing the charges from se after that we will contact our internal team and get back to you as soon as possible also please note that if you don have company phone anymore you can manage all your subscriptions on our online portal following these steps go to https id cloud company com cas portal login html log in account center payment and purchases subscriptions password free payments and click remove if you will access our online portal through your phone browser please enable the desktop site so you will be able to see the payment and purchases window for further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely cristiana se is the provider of company mobile services to company and honor device owners in cancel next payments m not longer in need to pay more because have an other mobile and don need more space hope that there is no problem to cancel future payment eriksson mta outlook for android,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion,Suggestion,Payment,Subscription cancellation
22993,64313,44805.52222,support.eu@Company.com,company support issue submit,product cloud requests view change or cancel subscription contact full name dirk kuhlmann phone numbe contact email address company id account sum of the issue need bill for this subscription german business requirements there is no app namecompany cloud zahlungsmethode company abonniert abonnementnummer ed home news events products partners support copyright company se,In-App Purchase / Invoice request,In-App Purchase ,Suggestion,Invoice,Invoice related request,,,Suggestion,Suggestion,Invoice,Invoice related request
22993,64324,44805.5375,support.de@Company.com,calculate,"Dear Lord Thank you for making R Company, we hope that you are doing well I will write you because of the bills of the invoices you will find these bills quickly If you go to Settings Accounts and Ein Baufhistorie Tap the corresponding order and then request on account LELHours after payment request an invoice to issue a digital invoice within hours I would like to thank you for your violation and I do not speak a day in the future if we will help you with friendly Gru customer service The company is a company under Irish law in Companyand Honor Ger Teb owner in and others Company Support Issue Submit Product Cloud Cloud Change Or Cancel Subscription Contact Connact Dirk Phone Numbe Contact Company ID Account Sum of the Issue Need For This Subscription ReviewNameCompany Cloud Payment Method Company Subscribed Subscribe number Ed Home News Events Products Partners Support Copyright Company SE",In-App Purchase / Invoice request,In-App Purchase ,Suggestion,Invoice,Invoice related request,,,Suggestion,Suggestion,Invoice,Invoice related request
22991,64306,44805.51458,support.eu@Company.com,unknown payment,could you please tell me what this payment is for,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Query deduction details,,,Suggestion,Suggestion,Payment,Query deduction details
22991,64314,44805.52431,support.eu@Company.com,unknown payment,we hope you re doing well this email is regarding your concern about the unknown charges ll be more than happy to assist you with your inquiry and will do my absolute best to help the charges you received are likely to be related to company service or subscription you have signed up for judging by the price this is likely company cloud subscription if you would like to cancel your subscription please follow the guideline below from your company phone settings account center payment and purchases subscriptions and tap the service you wish to cancel the subscription for from your computer access the official website login to https id cloud company com cas portal login html and go to payment and purchases subscriptions password free payments and touch remove please be aware that if you access the online portal with your phone you should first activate the desktop version of the browser if the subscription disappears from your account it indicates that it has been canceled successfully once canceled no deduction will be made from your account from the following month onward if you need further assistance please provide us the following information to investigate your account and provide more information around the subscription your company id phone number include country code email address your request g cancel company cloud subscription cancel company music subscription cancel company video subscription proof of transactions if the payment was made with your bank card copy of your bank statement showing the charges from se and the last digits of your bank card if the payment was made with your paypal screenshot of payment with transaction invoice number available if the payment was made with your phone the phone number get charged screenshot of phone bill showing the charges from se if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts we would greatly appreciate your feedback regarding our email exchange as we need your input to keep improving our service therefore we invite you to fill in the survey that will soon arrive on the email address you used to contact us sincerely ramon se is the provider of company mobile services to company and honor device owners in unknown payment could you please tell me what this payment is for,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion,Suggestion,Payment,Subscription cancellation
22991,64506,44805.78889,support.eu@Company.com,unknown payment,just wanted to make sure it wasn a scam don remember signing up for this but if it for more storage then it very possible did kind regards lord wrote we hope you re doing well this email is regarding your concern about the unknown charges ll be more than happy to assist you with your inquiry and will do my absolute best to help the charges you received are likely to be related to company service or subscription you have signed up for judging by the price this is likely company cloud subscription if you would like to cancel your subscription please follow the guideline below from your company phone settings account center payment and purchases subscriptions and tap the service you wish to cancel the subscription for from your computer access the official website login to https id cloud company com cas portal login html and go to payment and purchases subscriptions password free payments and touch remove please be aware that if you access the online portal with your phone you should first activate the desktop version of the browser if the subscription disappears from your account it indicates that it has been canceled successfully once canceled no deduction will be made from your account from the following month onward if you need further assistance please provide us the following information to investigate your account and provide more information around the subscription your company id phone number include country code email address your request g cancel company cloud subscription cancel company music subscription cancel company video subscription proof of transactions if the payment was made with your bank card copy of your bank statement showing the charges from se and the last digits of your bank card if the payment was made with your paypal screenshot of payment with transaction invoice number available if the payment was made with your phone the phone number get charged screenshot of phone bill showing the charges from se if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts we would greatly appreciate your feedback regarding our email exchange as we need your input to keep improving our service therefore we invite you to fill in the survey that will soon arrive on the email address you used to contact us sincerely ramon se is the provider of company mobile services to company and honor device owners in,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion,Suggestion,Payment,Subscription cancellation
22991,64511,44805.79306,support.eu@Company.com,unknown payment,for clarifying your request if there is anything else that we can assist you with please feel free to contact us again sincerely madalin se is the provider of company mobile services to company and honor device owners in unknown payment just wanted to make sure it wasn a scam don remember signing up for this but if it for more storage then it very possible did kind regards lord,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion,Suggestion,Payment,Subscription cancellation
22990,64301,44805.50694,support.eu@Company.com,termination,"Dear Sir or Madam, please do so for the fastest appointment of the transaction amount x last invoice amount F I please for an best with friendly GRE",In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion,Suggestion,Payment,Subscription cancellation
22990,64305,44805.51319,support.de@Company.com,ABO termination,"Dear Ms. Thank you for deciding that you have decided we hope that you are fine This email refers to your concern that the subscription is not worried.Hren about your Company Handy Settings Accenter Payment and Section Subscriptions and Tap the Subscription of which Subscribe You can go from your computer to the official website. Register to HTTPS ID Cloud Company Com Cas Portal Login HTML and then you can pay Password -free payments and tap after the NDRITIONno longer out of your account. Further information about the deactivation of subscriptions can be found under the following link https consumer company com En support content en us if you access your online portal on our phone, please activate the desktop page first so that you can see the window payment and in.Company ID Telephone number with the country code Mail Address Your concerns B Company Cloud Subscription Ndigen Company Music Subscription Subscription Subscription Subscription The Transactions If Payment is made with your bank card. Copy of your account statement with the company SE and the finishing digits of your bank card is paid with PayPal.Specification of the billing number of the transaction if the payment is made with your phone The telephone number The telephone number was a screenshot of the telephone invoice that the born from Company SE shows you not to address us if we help you to continue with friendly Gru customer service. According to Irish law, the provider of Company Mobile Services R Company isand Honor ger Teb owner in and other noirs Dear Sir or Madam, I please for the fastest appointment.",In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation,,,Suggestion,Suggestion,Payment,Subscription cancellation
